time="2024-03-19T07:20:57.410" level=info msg="Starting kbench..."
time="2024-03-19T07:20:57.412" level=info msg="Created a new Pod manager."
time="2024-03-19T07:20:57.428" level=warning msg="Fail to create namespace kbench-pod-namespace, namespaces \"kbench-pod-namespace\" already exists"
time="2024-03-19T07:26:25.786" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-19T07:26:25.786" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-19T07:26:25.786" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-19T07:26:28.906" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-19T07:26:28.906" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-19T07:26:28.906" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-19T07:26:32.023" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-19T07:26:32.023" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-19T07:26:32.023" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-19T07:26:35.145" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-19T07:26:35.145" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-19T07:26:35.145" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-19T07:26:38.266" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-19T07:26:38.266" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-19T07:26:38.266" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-19T07:26:41.404" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-19T07:26:41.404" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-19T07:26:41.404" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-19T07:26:44.515" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-19T07:26:44.515" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-19T07:26:44.515" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-19T07:26:47.629" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-19T07:26:47.629" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-19T07:26:47.629" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-19T07:26:50.757" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-19T07:26:50.757" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-19T07:26:50.757" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-19T07:26:53.877" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-19T07:26:53.877" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-19T07:26:53.877" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-19T07:26:57.011" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-19T07:26:57.012" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-19T07:26:57.012" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-19T07:27:00.133" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-19T07:27:00.133" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-19T07:27:00.133" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-19T07:27:03.265" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-19T07:27:03.265" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-19T07:27:03.265" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-19T07:27:06.400" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-19T07:27:06.400" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-19T07:27:06.400" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-19T07:27:09.541" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-19T07:27:09.541" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-19T07:27:09.541" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-19T07:27:12.668" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-19T07:27:12.668" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-19T07:27:12.668" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-19T07:27:15.783" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-19T07:27:15.784" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-19T07:27:15.784" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-19T07:27:18.905" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-19T07:27:18.905" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-19T07:27:18.905" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-19T07:27:22.023" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-19T07:27:22.023" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-19T07:27:22.023" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-19T07:27:25.146" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-19T07:27:25.146" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-19T07:27:25.146" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-19T07:27:28.268" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-19T07:27:28.268" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-19T07:27:28.268" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-19T07:27:31.412" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-19T07:27:31.412" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-19T07:27:31.412" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-19T07:27:34.532" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-19T07:27:34.532" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-19T07:27:34.532" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-19T07:27:37.654" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-19T07:27:37.654" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-19T07:27:37.654" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-19T07:27:40.775" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-19T07:27:40.775" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-19T07:27:40.775" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-19T07:27:43.898" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-19T07:27:43.898" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-19T07:27:43.898" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-19T07:27:47.043" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-19T07:27:47.043" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-19T07:27:47.043" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-19T07:27:50.168" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-19T07:27:50.168" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-19T07:27:50.168" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-19T07:27:53.289" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-19T07:27:53.289" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-19T07:27:53.289" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-19T07:27:56.416" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-19T07:27:56.416" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-19T07:27:56.416" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-19T07:27:59.571" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-19T07:27:59.571" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-19T07:27:59.571" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-19T07:28:02.697" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-19T07:28:02.697" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-19T07:28:02.697" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-19T07:28:05.831" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-19T07:28:05.831" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-19T07:28:05.831" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-19T07:28:08.950" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-19T07:28:08.950" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-19T07:28:08.950" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-19T07:28:12.071" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-19T07:28:12.071" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-19T07:28:12.071" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-19T07:28:15.199" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-19T07:28:15.199" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-19T07:28:15.199" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-19T07:28:18.321" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-19T07:28:18.321" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-19T07:28:18.321" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-19T07:28:21.441" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-19T07:28:21.441" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-19T07:28:21.441" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-19T07:28:24.574" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-19T07:28:24.575" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-19T07:28:24.575" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-19T07:28:27.695" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-19T07:28:27.695" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-19T07:28:27.696" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-19T07:28:30.849" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-19T07:28:30.850" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-19T07:28:30.850" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-19T07:28:33.967" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-19T07:28:33.967" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-19T07:28:33.967" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-19T07:28:37.104" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-19T07:28:37.104" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-19T07:28:37.104" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-19T07:28:40.233" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-19T07:28:40.233" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-19T07:28:40.233" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-19T07:28:43.358" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-19T07:28:43.358" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-19T07:28:43.358" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-19T07:28:46.495" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-19T07:28:46.495" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-19T07:28:46.495" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-19T07:28:49.634" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-19T07:28:49.634" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-19T07:28:49.634" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-19T07:28:52.761" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-19T07:28:52.761" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-19T07:28:52.761" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-19T07:28:55.917" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-19T07:28:55.917" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-19T07:28:55.917" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-19T07:28:59.034" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-19T07:28:59.034" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-19T07:28:59.034" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-19T07:29:02.158" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-19T07:29:02.158" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-19T07:29:02.158" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-19T07:29:05.283" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-19T07:29:05.283" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-19T07:29:05.283" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-19T07:29:08.417" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-19T07:29:08.417" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-19T07:29:08.417" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-19T07:29:11.540" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-19T07:29:11.540" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-19T07:29:11.540" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-19T07:29:14.659" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-19T07:29:14.659" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-19T07:29:14.659" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-19T07:29:17.798" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-19T07:29:17.798" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-19T07:29:17.798" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-19T07:29:20.913" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-19T07:29:20.913" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-19T07:29:20.913" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-19T07:29:24.030" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-19T07:29:24.030" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-19T07:29:24.030" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-19T07:29:27.146" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-19T07:29:27.146" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-19T07:29:27.146" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-19T07:29:30.273" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-19T07:29:30.273" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-19T07:29:30.273" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-19T07:29:33.397" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-19T07:29:33.398" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-19T07:29:33.398" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-19T07:29:36.527" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-19T07:29:36.527" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-19T07:29:36.527" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-19T07:29:39.632" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-19T07:29:39.632" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-19T07:29:39.632" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-19T07:29:42.759" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-19T07:29:42.759" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-19T07:29:42.759" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-19T07:29:45.876" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-19T07:29:45.876" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-19T07:29:45.876" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-19T07:29:49.013" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-19T07:29:49.013" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-19T07:29:49.013" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-19T07:29:52.132" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-19T07:29:52.132" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-19T07:29:52.132" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-19T07:29:55.267" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-19T07:29:55.267" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-19T07:29:55.267" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-19T07:29:58.393" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-19T07:29:58.393" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-19T07:29:58.393" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-19T07:30:01.522" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-19T07:30:01.522" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-19T07:30:01.522" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-19T07:30:04.639" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-19T07:30:04.639" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-19T07:30:04.639" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-19T07:30:07.761" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-19T07:30:07.761" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-19T07:30:07.761" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-19T07:30:10.882" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-19T07:30:10.882" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-19T07:30:10.882" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-19T07:30:14.001" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-19T07:30:14.001" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-19T07:30:14.001" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-19T07:30:17.121" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-19T07:30:17.121" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-19T07:30:17.121" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
