time="2023-12-25T12:20:40.637" level=info msg="Starting kbench..."
time="2023-12-25T12:20:40.648" level=info msg="Created a new Pod manager."
time="2023-12-25T12:20:40.658" level=warning msg="Fail to create namespace kbench-pod-namespace, namespaces \"kbench-pod-namespace\" already exists"
time="2023-12-25T12:29:53.974" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:29:56.975" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:29:56.975" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:29:59.977" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:29:59.977" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:30:02.979" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:30:02.979" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:30:05.980" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:30:05.980" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:30:08.982" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:30:08.982" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:30:11.983" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:30:11.983" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:30:14.985" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:30:14.985" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:30:17.987" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:30:17.987" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:30:20.988" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:30:20.988" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:30:23.990" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:30:23.990" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:30:26.992" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:30:26.992" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:30:29.994" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:30:29.994" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:30:32.996" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:30:32.996" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:30:35.998" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:30:35.998" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:30:38.999" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:30:38.999" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:30:42.001" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:30:42.001" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:30:45.003" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:30:45.003" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:30:48.004" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:30:48.004" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:30:51.006" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:30:51.006" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:30:54.008" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:30:54.008" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:30:57.014" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:30:57.014" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:31:00.016" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:31:00.016" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:31:03.017" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:31:03.017" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:31:06.019" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:31:06.019" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:31:09.021" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:31:09.021" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:31:12.022" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:31:12.022" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:31:15.024" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:31:15.024" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:31:18.026" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:31:18.026" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:31:21.027" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:31:21.027" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:31:24.029" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:31:24.029" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:31:27.030" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:31:27.030" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:31:30.032" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:31:30.032" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:31:33.034" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:31:33.034" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:31:36.036" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:31:36.036" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:31:39.037" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:31:39.037" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:31:42.039" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:31:42.039" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:31:45.041" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:31:45.041" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:31:48.043" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:31:48.043" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:31:51.045" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:31:51.045" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:31:54.046" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:31:54.046" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:31:57.048" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:31:57.048" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:32:00.056" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:32:00.056" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:32:03.058" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:32:03.058" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:32:06.060" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:32:06.060" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:32:09.062" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:32:09.062" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:32:12.063" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:32:12.063" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:32:15.066" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:32:15.066" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:32:18.067" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:32:18.067" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:32:21.069" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:32:21.069" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:32:24.071" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:32:24.071" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:32:27.073" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:32:27.073" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:32:30.074" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:32:30.074" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:32:33.076" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:32:33.076" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:32:36.078" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:32:36.078" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:32:39.080" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:32:39.080" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:32:42.082" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:32:42.082" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:32:45.084" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:32:45.084" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:32:48.095" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:32:48.095" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:32:51.097" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:32:51.097" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:32:54.099" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:32:54.099" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:32:57.101" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:32:57.101" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:33:00.102" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:33:00.103" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:33:03.104" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:33:03.104" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:33:06.106" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:33:06.106" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:33:09.108" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:33:09.108" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:33:12.109" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:33:12.109" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:33:15.111" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:33:15.111" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:33:18.113" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:33:18.113" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:33:21.115" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:33:21.115" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:33:24.116" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:33:24.116" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:33:27.118" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:33:27.118" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:33:30.120" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:33:30.120" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:33:33.121" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:33:33.121" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:33:36.123" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:33:36.123" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:33:39.125" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:33:39.125" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:33:42.126" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:33:42.126" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:33:45.128" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:33:45.128" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:33:48.132" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:33:48.132" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:33:51.134" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:33:51.134" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:33:54.136" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:33:54.136" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:33:57.138" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:33:57.138" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:34:00.139" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:34:00.139" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:34:03.141" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:34:03.141" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:34:06.142" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:34:06.142" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:34:09.144" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:34:09.144" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:34:12.146" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:34:12.146" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:34:15.147" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:34:15.147" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:34:18.149" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:34:18.149" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:34:21.150" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:34:21.151" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:34:24.152" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:34:24.152" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:34:27.154" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:34:27.154" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:34:30.156" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:34:30.156" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:34:33.157" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:34:33.157" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:34:36.159" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:34:36.159" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:34:39.160" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:34:39.160" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:34:42.162" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:34:42.162" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:34:45.164" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:34:45.164" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:34:48.165" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:34:48.165" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:34:51.173" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:34:51.173" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:34:54.175" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:34:54.175" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:34:57.177" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:34:57.177" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:35:00.179" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:35:00.179" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:35:03.181" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:35:03.181" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:35:06.183" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:35:06.183" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:35:09.184" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:35:09.184" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:35:12.186" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:35:12.186" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:35:15.188" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:35:15.188" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:35:18.189" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:35:18.189" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:35:21.191" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:35:21.191" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:35:24.193" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:35:24.193" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:35:27.194" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:35:27.194" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:35:30.196" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:35:30.196" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:35:33.198" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:35:33.198" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:35:36.200" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:35:36.200" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:35:39.201" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:35:39.201" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:35:42.203" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:35:42.203" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:35:45.204" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:35:45.204" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:35:48.206" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:35:48.206" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:35:51.208" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:35:51.208" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:35:54.209" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:35:54.210" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:35:57.211" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:35:57.211" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:36:00.213" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:36:00.213" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:36:03.214" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:36:03.214" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:36:06.216" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:36:06.216" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:36:09.218" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:36:09.218" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:36:12.220" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:36:12.220" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:36:15.226" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:36:15.226" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:36:18.228" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:36:18.228" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:36:21.230" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:36:21.230" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:36:24.232" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:36:24.232" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:36:27.234" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:36:27.234" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:36:30.236" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:36:30.236" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:36:33.237" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:36:33.237" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:36:36.239" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:36:36.239" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:36:39.241" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:36:39.241" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:36:42.243" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:36:42.243" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:36:45.244" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:36:45.244" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:36:48.246" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:36:48.246" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:36:51.248" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:36:51.248" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:36:54.250" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:36:54.250" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:36:57.251" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:36:57.251" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:37:00.253" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:37:00.253" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:37:03.255" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:37:03.255" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:37:06.256" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:37:06.256" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:37:09.258" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:37:09.258" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:37:12.260" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:37:12.260" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:37:15.262" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:37:15.262" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:37:18.263" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:37:18.263" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:37:21.265" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:37:21.265" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:37:24.267" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:37:24.267" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:37:27.268" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:37:27.268" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:37:30.270" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:37:30.270" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:37:33.272" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:37:33.272" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:37:36.273" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:37:36.273" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:37:39.275" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:37:39.275" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:37:42.276" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:37:42.276" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2023-12-25T12:37:45.284" level=warning msg="Resource predicate not passed, pod is not running..."
time="2023-12-25T12:37:45.284" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
