time="2024-03-21T03:36:04.093" level=info msg="Starting kbench..."
time="2024-03-21T03:36:04.096" level=info msg="Created a new Pod manager."
time="2024-03-21T03:36:04.105" level=warning msg="Fail to create namespace kbench-pod-namespace, namespaces \"kbench-pod-namespace\" already exists"
time="2024-03-21T03:42:49.462" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T03:42:49.463" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T03:42:49.463" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T03:42:52.578" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T03:42:52.578" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T03:42:52.578" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T03:42:55.702" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T03:42:55.702" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T03:42:55.702" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T03:42:58.823" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T03:42:58.823" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T03:42:58.823" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T03:43:01.952" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T03:43:01.952" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T03:43:01.952" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T03:43:05.088" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T03:43:05.088" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T03:43:05.088" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T03:43:08.198" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T03:43:08.198" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T03:43:08.198" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T03:43:11.321" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T03:43:11.321" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T03:43:11.321" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T03:43:14.452" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T03:43:14.452" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T03:43:14.452" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T03:43:17.570" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T03:43:17.570" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T03:43:17.570" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T03:43:20.695" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T03:43:20.696" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T03:43:20.696" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T03:43:23.818" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T03:43:23.818" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T03:43:23.818" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T03:43:26.944" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T03:43:26.944" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T03:43:26.945" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T03:43:30.069" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T03:43:30.069" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T03:43:30.069" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T03:43:33.207" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T03:43:33.207" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T03:43:33.207" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T03:43:36.327" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T03:43:36.327" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T03:43:36.327" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T03:43:39.465" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T03:43:39.465" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T03:43:39.465" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T03:43:42.579" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T03:43:42.579" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T03:43:42.579" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T03:43:45.696" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T03:43:45.696" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T03:43:45.696" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T03:43:48.828" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T03:43:48.828" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T03:43:48.828" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T03:43:51.952" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T03:43:51.952" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T03:43:51.952" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T03:43:55.074" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T03:43:55.075" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T03:43:55.075" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T03:43:58.209" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T03:43:58.209" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T03:43:58.209" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T03:44:01.337" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T03:44:01.337" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T03:44:01.337" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T03:44:04.462" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T03:44:04.462" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T03:44:04.462" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T03:44:07.581" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T03:44:07.581" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T03:44:07.581" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T03:44:10.696" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T03:44:10.696" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T03:44:10.696" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T03:44:13.814" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T03:44:13.814" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T03:44:13.814" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T03:44:16.945" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T03:44:16.945" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T03:44:16.945" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T03:44:20.077" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T03:44:20.077" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T03:44:20.077" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T03:44:23.194" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T03:44:23.194" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T03:44:23.195" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T03:44:26.320" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T03:44:26.320" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T03:44:26.320" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T03:44:29.440" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T03:44:29.440" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T03:44:29.440" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T03:44:32.574" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T03:44:32.575" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T03:44:32.575" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T03:44:35.714" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T03:44:35.714" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T03:44:35.714" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T03:44:38.846" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T03:44:38.846" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T03:44:38.846" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T03:44:41.964" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T03:44:41.964" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T03:44:41.964" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T03:44:45.087" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T03:44:45.087" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T03:44:45.087" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T03:44:48.208" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T03:44:48.208" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T03:44:48.208" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T03:44:51.327" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T03:44:51.327" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T03:44:51.327" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T03:44:54.448" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T03:44:54.448" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T03:44:54.448" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T03:44:57.576" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T03:44:57.576" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T03:44:57.576" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T03:45:00.691" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T03:45:00.692" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T03:45:00.692" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T03:45:03.820" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T03:45:03.820" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T03:45:03.820" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T03:45:06.943" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T03:45:06.943" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T03:45:06.943" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T03:45:10.058" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T03:45:10.058" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T03:45:10.058" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T03:45:13.173" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T03:45:13.173" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T03:45:13.173" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T03:45:16.294" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T03:45:16.294" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T03:45:16.294" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T03:45:19.415" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T03:45:19.415" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T03:45:19.415" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T03:45:22.554" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T03:45:22.554" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T03:45:22.554" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T03:45:25.688" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T03:45:25.688" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T03:45:25.688" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T03:45:28.804" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T03:45:28.805" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T03:45:28.805" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T03:45:31.933" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T03:45:31.933" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T03:45:31.933" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T03:45:35.061" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T03:45:35.061" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T03:45:35.061" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T03:45:38.177" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T03:45:38.177" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T03:45:38.177" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T03:45:41.300" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T03:45:41.300" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T03:45:41.300" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T03:45:44.420" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T03:45:44.420" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T03:45:44.420" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T03:45:47.549" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T03:45:47.549" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T03:45:47.549" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T03:45:50.667" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T03:45:50.667" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T03:45:50.667" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T03:45:53.789" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T03:45:53.789" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T03:45:53.789" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T03:45:56.905" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T03:45:56.905" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T03:45:56.905" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T03:46:00.028" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T03:46:00.028" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T03:46:00.028" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T03:46:03.163" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T03:46:03.163" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T03:46:03.163" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T03:46:06.282" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T03:46:06.282" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T03:46:06.282" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T03:46:09.404" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T03:46:09.404" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T03:46:09.404" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T03:46:12.530" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T03:46:12.530" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T03:46:12.530" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T03:46:15.658" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T03:46:15.658" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T03:46:15.658" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T03:46:18.773" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T03:46:18.773" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T03:46:18.774" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T03:46:21.903" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T03:46:21.903" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T03:46:21.903" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T03:46:25.035" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T03:46:25.036" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T03:46:25.036" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T03:46:28.169" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T03:46:28.169" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T03:46:28.169" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T03:46:31.282" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T03:46:31.282" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T03:46:31.282" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T03:46:34.406" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T03:46:34.406" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T03:46:34.406" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T03:46:37.529" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T03:46:37.529" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T03:46:37.529" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T03:46:40.652" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T03:46:40.652" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T03:46:40.652" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
