time="2024-03-04T15:45:45.595" level=info msg="Starting kbench..."
time="2024-03-04T15:45:45.603" level=info msg="Created a new Pod manager."
time="2024-03-04T15:45:45.609" level=warning msg="Fail to create namespace kbench-pod-namespace, namespaces \"kbench-pod-namespace\" already exists"
time="2024-03-04T15:52:55.444" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T15:52:58.538" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T15:52:58.538" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T15:52:58.538" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T15:53:01.635" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T15:53:01.635" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T15:53:01.635" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T15:53:04.729" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T15:53:04.729" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T15:53:04.729" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T15:53:07.825" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T15:53:07.825" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T15:53:07.825" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T15:53:10.931" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T15:53:10.931" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T15:53:10.931" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T15:53:14.026" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T15:53:14.026" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T15:53:14.026" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T15:53:17.121" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T15:53:17.121" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T15:53:17.121" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T15:53:20.214" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T15:53:20.214" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T15:53:20.214" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T15:53:23.312" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T15:53:23.312" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T15:53:23.312" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T15:53:26.411" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T15:53:26.411" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T15:53:26.411" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T15:53:29.506" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T15:53:29.506" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T15:53:29.506" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T15:53:32.599" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T15:53:32.599" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T15:53:32.599" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T15:53:35.692" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T15:53:35.692" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T15:53:35.692" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T15:53:38.799" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T15:53:38.799" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T15:53:38.799" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T15:53:41.901" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T15:53:41.901" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T15:53:41.901" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T15:53:44.993" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T15:53:44.993" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T15:53:44.993" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T15:53:48.087" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T15:53:48.088" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T15:53:48.088" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T15:53:51.181" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T15:53:51.181" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T15:53:51.181" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T15:53:54.279" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T15:53:54.279" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T15:53:54.279" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T15:53:57.364" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T15:53:57.364" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T15:53:57.364" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T15:54:00.459" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T15:54:00.459" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T15:54:00.459" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T15:54:03.558" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T15:54:03.558" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T15:54:03.558" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T15:54:06.652" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T15:54:06.652" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T15:54:06.652" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T15:54:09.762" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T15:54:09.762" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T15:54:09.762" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T15:54:12.868" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T15:54:12.868" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T15:54:12.868" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T15:54:15.960" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T15:54:15.960" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T15:54:15.960" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T15:54:19.056" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T15:54:19.056" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T15:54:19.056" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T15:54:22.148" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T15:54:22.148" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T15:54:22.148" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T15:54:25.247" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T15:54:25.247" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T15:54:25.247" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T15:54:28.342" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T15:54:28.342" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T15:54:28.342" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T15:54:31.437" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T15:54:31.437" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T15:54:31.437" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T15:54:34.530" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T15:54:34.530" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T15:54:34.530" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T15:54:37.621" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T15:54:37.621" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T15:54:37.621" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T15:54:40.715" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T15:54:40.715" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T15:54:40.715" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T15:54:43.812" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T15:54:43.812" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T15:54:43.812" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T15:54:46.907" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T15:54:46.907" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T15:54:46.907" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T15:54:50.005" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T15:54:50.005" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T15:54:50.005" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T15:54:53.102" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T15:54:53.102" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T15:54:53.102" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T15:54:56.196" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T15:54:56.196" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T15:54:56.196" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T15:54:59.291" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T15:54:59.291" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T15:54:59.291" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T15:55:02.385" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T15:55:02.385" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T15:55:02.385" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T15:55:05.484" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T15:55:05.484" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T15:55:05.484" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T15:55:08.577" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T15:55:08.577" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T15:55:08.577" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T15:55:11.672" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T15:55:11.672" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T15:55:11.672" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T15:55:14.766" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T15:55:14.766" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T15:55:14.766" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T15:55:17.881" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T15:55:17.881" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T15:55:17.881" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T15:55:20.976" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T15:55:20.976" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T15:55:20.976" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T15:55:24.071" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T15:55:24.071" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T15:55:24.071" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T15:55:27.162" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T15:55:27.162" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T15:55:27.162" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T15:55:30.257" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T15:55:30.257" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T15:55:30.257" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T15:55:33.347" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T15:55:33.347" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T15:55:33.347" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T15:55:36.441" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T15:55:36.441" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T15:55:36.442" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T15:55:39.533" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T15:55:39.533" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T15:55:39.533" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T15:55:42.629" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T15:55:42.629" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T15:55:42.629" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T15:55:45.732" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T15:55:45.732" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T15:55:45.732" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T15:55:48.835" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T15:55:48.835" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T15:55:48.835" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T15:55:51.928" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T15:55:51.928" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T15:55:51.928" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T15:55:55.031" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T15:55:55.031" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T15:55:55.031" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T15:55:58.123" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T15:55:58.123" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T15:55:58.123" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T15:56:01.215" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T15:56:01.215" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T15:56:01.215" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T15:56:04.310" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T15:56:04.310" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T15:56:04.310" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T15:56:07.404" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T15:56:07.404" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T15:56:07.404" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T15:56:10.518" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T15:56:10.518" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T15:56:10.518" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T15:56:13.617" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T15:56:13.617" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T15:56:13.617" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T15:56:16.716" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T15:56:16.716" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T15:56:16.716" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T15:56:19.808" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T15:56:19.808" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T15:56:19.809" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T15:56:22.905" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T15:56:22.905" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T15:56:22.905" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T15:56:25.996" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T15:56:25.996" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T15:56:25.996" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T15:56:29.094" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T15:56:29.094" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T15:56:29.094" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T15:56:32.182" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T15:56:32.182" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T15:56:32.182" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T15:56:35.276" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T15:56:35.276" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T15:56:35.276" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T15:56:38.368" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T15:56:38.368" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T15:56:38.368" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T15:56:41.461" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T15:56:41.461" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T15:56:41.461" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T15:56:44.553" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T15:56:44.553" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T15:56:44.553" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T15:56:47.648" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T15:56:47.648" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T15:56:47.648" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
