time="2024-03-04T12:21:12.213" level=info msg="Starting kbench..."
time="2024-03-04T12:21:12.221" level=info msg="Created a new Pod manager."
time="2024-03-04T12:21:12.227" level=warning msg="Fail to create namespace kbench-pod-namespace, namespaces \"kbench-pod-namespace\" already exists"
time="2024-03-04T12:28:20.208" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T12:28:20.208" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T12:28:20.208" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T12:28:23.303" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T12:28:23.303" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T12:28:23.303" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T12:28:26.397" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T12:28:26.397" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T12:28:26.397" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T12:28:29.503" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T12:28:29.503" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T12:28:29.503" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T12:28:32.607" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T12:28:32.607" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T12:28:32.607" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T12:28:35.704" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T12:28:35.705" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T12:28:35.705" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T12:28:38.852" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T12:28:38.852" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T12:28:38.852" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T12:28:41.947" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T12:28:41.947" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T12:28:41.947" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T12:28:45.041" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T12:28:45.041" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T12:28:45.041" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T12:28:48.131" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T12:28:48.131" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T12:28:48.131" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T12:28:51.226" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T12:28:51.226" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T12:28:51.226" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T12:28:54.321" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T12:28:54.321" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T12:28:54.321" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T12:28:57.414" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T12:28:57.414" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T12:28:57.414" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T12:29:00.511" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T12:29:00.512" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T12:29:00.512" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T12:29:03.603" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T12:29:03.603" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T12:29:03.603" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T12:29:06.698" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T12:29:06.698" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T12:29:06.698" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T12:29:09.791" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T12:29:09.791" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T12:29:09.791" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T12:29:12.883" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T12:29:12.883" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T12:29:12.883" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T12:29:15.976" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T12:29:15.976" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T12:29:15.976" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T12:29:19.073" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T12:29:19.073" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T12:29:19.073" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T12:29:22.168" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T12:29:22.168" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T12:29:22.168" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T12:29:25.259" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T12:29:25.259" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T12:29:25.259" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T12:29:28.356" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T12:29:28.356" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T12:29:28.356" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T12:29:31.448" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T12:29:31.448" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T12:29:31.448" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T12:29:34.545" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T12:29:34.545" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T12:29:34.545" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T12:29:37.638" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T12:29:37.638" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T12:29:37.638" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T12:29:40.737" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T12:29:40.737" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T12:29:40.737" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T12:29:43.824" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T12:29:43.824" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T12:29:43.824" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T12:29:46.924" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T12:29:46.924" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T12:29:46.924" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T12:29:50.017" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T12:29:50.017" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T12:29:50.017" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T12:29:53.107" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T12:29:53.107" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T12:29:53.107" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T12:29:56.204" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T12:29:56.204" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T12:29:56.204" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T12:29:59.302" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T12:29:59.302" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T12:29:59.303" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T12:30:02.401" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T12:30:02.401" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T12:30:02.401" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T12:30:05.493" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T12:30:05.493" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T12:30:05.493" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T12:30:08.587" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T12:30:08.587" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T12:30:08.587" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T12:30:11.679" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T12:30:11.679" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T12:30:11.679" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T12:30:14.782" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T12:30:14.782" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T12:30:14.782" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T12:30:17.876" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T12:30:17.876" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T12:30:17.876" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T12:30:20.967" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T12:30:20.967" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T12:30:20.967" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T12:30:24.064" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T12:30:24.064" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T12:30:24.064" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T12:30:27.156" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T12:30:27.156" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T12:30:27.156" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T12:30:30.253" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T12:30:30.253" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T12:30:30.253" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T12:30:33.345" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T12:30:33.345" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T12:30:33.345" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T12:30:36.441" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T12:30:36.441" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T12:30:36.441" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T12:30:39.534" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T12:30:39.534" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T12:30:39.534" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T12:30:42.628" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T12:30:42.628" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T12:30:42.628" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T12:30:45.724" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T12:30:45.724" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T12:30:45.724" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T12:30:48.829" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T12:30:48.829" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T12:30:48.829" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T12:30:51.920" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T12:30:51.920" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T12:30:51.920" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T12:30:55.013" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T12:30:55.013" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T12:30:55.013" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T12:30:58.098" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T12:30:58.098" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T12:30:58.098" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T12:31:01.194" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T12:31:01.194" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T12:31:01.194" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T12:31:04.290" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T12:31:04.290" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T12:31:04.290" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T12:31:07.376" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T12:31:07.376" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T12:31:07.376" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T12:31:10.470" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T12:31:10.470" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T12:31:10.470" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T12:31:13.564" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T12:31:13.564" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T12:31:13.564" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T12:31:16.657" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T12:31:16.657" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T12:31:16.657" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T12:31:19.751" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T12:31:19.751" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T12:31:19.751" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T12:31:22.848" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T12:31:22.848" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T12:31:22.848" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T12:31:25.944" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T12:31:25.944" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T12:31:25.944" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T12:31:29.039" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T12:31:29.040" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T12:31:29.040" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T12:31:32.133" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T12:31:32.133" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T12:31:32.133" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T12:31:35.228" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T12:31:35.228" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T12:31:35.228" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T12:31:38.326" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T12:31:38.326" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T12:31:38.326" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T12:31:41.420" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T12:31:41.420" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T12:31:41.420" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T12:31:44.515" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T12:31:44.515" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T12:31:44.515" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T12:31:47.612" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T12:31:47.612" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T12:31:47.612" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T12:31:50.711" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T12:31:50.711" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T12:31:50.711" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T12:31:53.825" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T12:31:53.825" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T12:31:53.825" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T12:31:56.923" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T12:31:56.923" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T12:31:56.923" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T12:32:00.018" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T12:32:00.018" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T12:32:00.018" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T12:32:03.106" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T12:32:03.106" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T12:32:03.106" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T12:32:06.200" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T12:32:06.200" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T12:32:06.200" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-04T12:32:09.294" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-04T12:32:09.294" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-04T12:32:09.294" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
