time="2024-03-08T11:56:10.277" level=info msg="Starting kbench..."
time="2024-03-08T11:56:10.279" level=info msg="Created a new Pod manager."
time="2024-03-08T11:56:10.288" level=warning msg="Fail to create namespace kbench-pod-namespace, namespaces \"kbench-pod-namespace\" already exists"
time="2024-03-08T12:03:33.571" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-08T12:03:33.571" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-08T12:03:33.571" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-08T12:03:36.714" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-08T12:03:36.714" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-08T12:03:36.714" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-08T12:03:39.824" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-08T12:03:39.825" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-08T12:03:39.825" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-08T12:03:42.932" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-08T12:03:42.932" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-08T12:03:42.932" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-08T12:03:46.041" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-08T12:03:46.041" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-08T12:03:46.041" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-08T12:03:49.149" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-08T12:03:49.149" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-08T12:03:49.149" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-08T12:03:52.258" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-08T12:03:52.258" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-08T12:03:52.258" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-08T12:03:55.370" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-08T12:03:55.370" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-08T12:03:55.370" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-08T12:03:58.480" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-08T12:03:58.480" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-08T12:03:58.480" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-08T12:04:01.593" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-08T12:04:01.593" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-08T12:04:01.593" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-08T12:04:04.702" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-08T12:04:04.702" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-08T12:04:04.702" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-08T12:04:07.811" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-08T12:04:07.811" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-08T12:04:07.811" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-08T12:04:10.934" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-08T12:04:10.934" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-08T12:04:10.934" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-08T12:04:14.051" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-08T12:04:14.051" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-08T12:04:14.051" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-08T12:04:17.161" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-08T12:04:17.161" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-08T12:04:17.161" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-08T12:04:20.273" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-08T12:04:20.274" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-08T12:04:20.274" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-08T12:04:23.384" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-08T12:04:23.384" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-08T12:04:23.384" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-08T12:04:26.500" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-08T12:04:26.500" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-08T12:04:26.500" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-08T12:04:29.606" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-08T12:04:29.606" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-08T12:04:29.606" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-08T12:04:32.720" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-08T12:04:32.720" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-08T12:04:32.720" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-08T12:04:35.833" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-08T12:04:35.833" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-08T12:04:35.833" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-08T12:04:38.950" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-08T12:04:38.950" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-08T12:04:38.950" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-08T12:04:42.074" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-08T12:04:42.074" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-08T12:04:42.074" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-08T12:04:45.183" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-08T12:04:45.183" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-08T12:04:45.183" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-08T12:04:48.292" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-08T12:04:48.292" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-08T12:04:48.292" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-08T12:04:51.401" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-08T12:04:51.401" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-08T12:04:51.401" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-08T12:04:54.511" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-08T12:04:54.511" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-08T12:04:54.511" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-08T12:04:57.629" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-08T12:04:57.629" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-08T12:04:57.629" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-08T12:05:00.739" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-08T12:05:00.739" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-08T12:05:00.739" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-08T12:05:03.853" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-08T12:05:03.853" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-08T12:05:03.853" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-08T12:05:06.963" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-08T12:05:06.963" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-08T12:05:06.963" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-08T12:05:10.077" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-08T12:05:10.077" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-08T12:05:10.077" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-08T12:05:13.186" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-08T12:05:13.186" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-08T12:05:13.186" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-08T12:05:16.299" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-08T12:05:16.299" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-08T12:05:16.299" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-08T12:05:19.409" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-08T12:05:19.410" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-08T12:05:19.410" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-08T12:05:22.520" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-08T12:05:22.520" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-08T12:05:22.520" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-08T12:05:25.633" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-08T12:05:25.633" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-08T12:05:25.633" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-08T12:05:28.742" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-08T12:05:28.742" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-08T12:05:28.742" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-08T12:05:31.874" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-08T12:05:31.874" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-08T12:05:31.874" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-08T12:05:34.985" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-08T12:05:34.985" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-08T12:05:34.985" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-08T12:05:38.096" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-08T12:05:38.096" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-08T12:05:38.096" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-08T12:05:41.211" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-08T12:05:41.211" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-08T12:05:41.211" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-08T12:05:44.325" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-08T12:05:44.325" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-08T12:05:44.325" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-08T12:05:47.435" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-08T12:05:47.435" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-08T12:05:47.435" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-08T12:05:50.551" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-08T12:05:50.551" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-08T12:05:50.551" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-08T12:05:53.665" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-08T12:05:53.665" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-08T12:05:53.665" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-08T12:05:56.785" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-08T12:05:56.786" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-08T12:05:56.786" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-08T12:05:59.890" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-08T12:05:59.890" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-08T12:05:59.890" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-08T12:06:03.001" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-08T12:06:03.001" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-08T12:06:03.001" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-08T12:06:06.107" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-08T12:06:06.107" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-08T12:06:06.107" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-08T12:06:09.231" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-08T12:06:09.231" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-08T12:06:09.231" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-08T12:06:12.345" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-08T12:06:12.346" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-08T12:06:12.346" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-08T12:06:15.455" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-08T12:06:15.455" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-08T12:06:15.455" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-08T12:06:18.564" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-08T12:06:18.564" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-08T12:06:18.564" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-08T12:06:21.680" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-08T12:06:21.680" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-08T12:06:21.680" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-08T12:06:24.791" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-08T12:06:24.791" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-08T12:06:24.791" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-08T12:06:27.902" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-08T12:06:27.902" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-08T12:06:27.902" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-08T12:06:31.016" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-08T12:06:31.016" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-08T12:06:31.016" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-08T12:06:34.128" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-08T12:06:34.128" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-08T12:06:34.128" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-08T12:06:37.237" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-08T12:06:37.237" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-08T12:06:37.237" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-08T12:06:40.350" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-08T12:06:40.351" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-08T12:06:40.351" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-08T12:06:43.460" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-08T12:06:43.460" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-08T12:06:43.460" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-08T12:06:46.565" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-08T12:06:46.565" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-08T12:06:46.565" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-08T12:06:49.676" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-08T12:06:49.676" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-08T12:06:49.676" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-08T12:06:52.786" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-08T12:06:52.786" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-08T12:06:52.786" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-08T12:06:55.890" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-08T12:06:55.890" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-08T12:06:55.890" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-08T12:06:58.995" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-08T12:06:58.995" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-08T12:06:58.995" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-08T12:07:02.101" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-08T12:07:02.101" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-08T12:07:02.101" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-08T12:07:05.220" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-08T12:07:05.220" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-08T12:07:05.220" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-08T12:07:08.323" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-08T12:07:08.324" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-08T12:07:08.324" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-08T12:07:11.437" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-08T12:07:11.437" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-08T12:07:11.437" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-08T12:07:14.547" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-08T12:07:14.547" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-08T12:07:14.547" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-08T12:07:17.656" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-08T12:07:17.656" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-08T12:07:17.656" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-08T12:07:20.766" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-08T12:07:20.766" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-08T12:07:20.766" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-08T12:07:23.875" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-08T12:07:23.875" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-08T12:07:23.875" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
