time="2024-03-21T05:35:27.017" level=info msg="Starting kbench..."
time="2024-03-21T05:35:27.019" level=info msg="Created a new Pod manager."
time="2024-03-21T05:35:27.037" level=warning msg="Fail to create namespace kbench-pod-namespace, namespaces \"kbench-pod-namespace\" already exists"
time="2024-03-21T05:41:33.428" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T05:41:36.545" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T05:41:36.545" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T05:41:36.545" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T05:41:39.665" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T05:41:39.665" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T05:41:39.665" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T05:41:42.779" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T05:41:42.779" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T05:41:42.779" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T05:41:45.911" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T05:41:45.911" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T05:41:45.911" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T05:41:49.032" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T05:41:49.032" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T05:41:49.032" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T05:41:52.167" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T05:41:52.167" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T05:41:52.167" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T05:41:55.291" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T05:41:55.291" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T05:41:55.291" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T05:41:58.414" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T05:41:58.414" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T05:41:58.414" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T05:42:01.529" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T05:42:01.529" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T05:42:01.529" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T05:42:04.664" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T05:42:04.664" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T05:42:04.664" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T05:42:07.781" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T05:42:07.781" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T05:42:07.781" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T05:42:10.902" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T05:42:10.902" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T05:42:10.902" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T05:42:14.021" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T05:42:14.022" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T05:42:14.022" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T05:42:17.158" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T05:42:17.158" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T05:42:17.159" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T05:42:20.294" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T05:42:20.294" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T05:42:20.294" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T05:42:23.432" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T05:42:23.432" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T05:42:23.432" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T05:42:26.551" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T05:42:26.551" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T05:42:26.552" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T05:42:29.678" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T05:42:29.678" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T05:42:29.678" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T05:42:32.797" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T05:42:32.797" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T05:42:32.797" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T05:42:35.930" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T05:42:35.930" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T05:42:35.930" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T05:42:39.042" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T05:42:39.043" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T05:42:39.043" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T05:42:42.174" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T05:42:42.174" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T05:42:42.174" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T05:42:45.287" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T05:42:45.287" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T05:42:45.287" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T05:42:48.413" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T05:42:48.413" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T05:42:48.413" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T05:42:51.542" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T05:42:51.542" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T05:42:51.542" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T05:42:54.673" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T05:42:54.673" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T05:42:54.673" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T05:42:57.806" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T05:42:57.806" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T05:42:57.806" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T05:43:00.923" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T05:43:00.923" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T05:43:00.923" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T05:43:04.037" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T05:43:04.037" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T05:43:04.037" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T05:43:07.167" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T05:43:07.167" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T05:43:07.167" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T05:43:10.302" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T05:43:10.302" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T05:43:10.302" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T05:43:13.425" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T05:43:13.425" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T05:43:13.425" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T05:43:16.542" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T05:43:16.542" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T05:43:16.542" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T05:43:19.661" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T05:43:19.661" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T05:43:19.661" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T05:43:22.793" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T05:43:22.793" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T05:43:22.793" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T05:43:25.910" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T05:43:25.910" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T05:43:25.910" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T05:43:29.038" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T05:43:29.038" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T05:43:29.038" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T05:43:32.158" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T05:43:32.158" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T05:43:32.158" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T05:43:35.285" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T05:43:35.285" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T05:43:35.285" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T05:43:38.406" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T05:43:38.406" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T05:43:38.406" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T05:43:41.529" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T05:43:41.529" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T05:43:41.529" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T05:43:44.647" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T05:43:44.647" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T05:43:44.647" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T05:43:47.756" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T05:43:47.756" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T05:43:47.756" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T05:43:50.886" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T05:43:50.886" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T05:43:50.886" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T05:43:54.001" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T05:43:54.001" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T05:43:54.002" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T05:43:57.120" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T05:43:57.120" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T05:43:57.120" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T05:44:00.239" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T05:44:00.240" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T05:44:00.240" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T05:44:03.388" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T05:44:03.388" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T05:44:03.388" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T05:44:06.509" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T05:44:06.509" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T05:44:06.509" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T05:44:09.640" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T05:44:09.641" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T05:44:09.641" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T05:44:12.769" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T05:44:12.769" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T05:44:12.769" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T05:44:15.893" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T05:44:15.893" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T05:44:15.893" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T05:44:19.036" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T05:44:19.037" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T05:44:19.037" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T05:44:22.152" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T05:44:22.152" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T05:44:22.152" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T05:44:25.277" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T05:44:25.277" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T05:44:25.277" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T05:44:28.397" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T05:44:28.397" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T05:44:28.397" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T05:44:31.510" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T05:44:31.510" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T05:44:31.510" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T05:44:34.632" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T05:44:34.632" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T05:44:34.632" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T05:44:37.766" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T05:44:37.766" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T05:44:37.766" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T05:44:40.891" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T05:44:40.891" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T05:44:40.891" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T05:44:44.022" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T05:44:44.022" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T05:44:44.022" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T05:44:47.138" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T05:44:47.138" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T05:44:47.138" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T05:44:50.258" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T05:44:50.258" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T05:44:50.258" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T05:44:53.406" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T05:44:53.406" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T05:44:53.406" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T05:44:56.523" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T05:44:56.523" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T05:44:56.523" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T05:44:59.644" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T05:44:59.645" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T05:44:59.645" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T05:45:02.778" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T05:45:02.779" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T05:45:02.779" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T05:45:05.910" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T05:45:05.910" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T05:45:05.910" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T05:45:09.038" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T05:45:09.038" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T05:45:09.038" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T05:45:12.159" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T05:45:12.159" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T05:45:12.160" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T05:45:15.289" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T05:45:15.289" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T05:45:15.289" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T05:45:18.412" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T05:45:18.412" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T05:45:18.412" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T05:45:21.545" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T05:45:21.545" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T05:45:21.545" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T05:45:24.670" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T05:45:24.670" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T05:45:24.670" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
time="2024-03-21T05:45:27.785" level=info msg="Container rediscontainer on pod kbench-pod-oid-0-tid-0, Run out:  err: ls: cannot access '/memtier_benchmark/memtier_benchmark': No such file or directory\n"
time="2024-03-21T05:45:27.785" level=warning msg="Command predicate not passed, output does not contain specified string"
time="2024-03-21T05:45:27.785" level=info msg="Predicate not passed, sleep 3000 mili-seconds"
